nama_site,kota_kabupaten,month,scope_of_work,actual_severity,predicted_severity,confidence_score,confidence_minor,confidence_major,top_factor_1,top_factor_2
knr-07-097,kota/kab blitar,2,q2,Minor,Major,0.72,0.28,0.72,site_code,scope_of_work
lmg-07-112,kabupaten lamongan,8,gns,Minor,Minor,0.97,0.97,0.03,site_code,scope_of_work
bjn-07-065,kabupaten bojonegoro,2,a2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mjy/07/055,kota/kab madiun,7,gnp,Minor,Minor,0.5,0.5,0.5,site_code,scope_of_work
kpn-07-062,kota malang,11,rne,Major,Major,0.93,0.07,0.93,site_code,scope_of_work
smp/07/012,kabupaten sumenep,12,pst,Minor,Minor,0.73,0.73,0.27,site_code,scope_of_work
psr-07-014,kota/kab pasuruan,1,a2,Minor,Major,0.93,0.07,0.93,site_code,scope_of_work
sby-07-089,kota surabaya,9,gne,Minor,Minor,0.96,0.96,0.04,site_code,scope_of_work
mgt-07-029,kabupaten magetan,3,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
jmr-07-186,kabupaten jember,9,gns,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby-07-070,kabupaten ngawi,6,gnp,Minor,Minor,0.9,0.9,0.1,site_code,scope_of_work
sby-07-598,kota surabaya,5,rne,Minor,Major,0.97,0.03,0.97,site_code,scope_of_work
pbl-07-012,kota/kab probolinggo,1,q2,Major,Major,0.95,0.05,0.95,site_code,scope_of_work
btu-07-013,kota malang,5,gne,Minor,Major,0.77,0.23,0.77,site_code,scope_of_work
sby/07/639,kota surabaya,7,rne,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
mlg-07-093,kota malang,4,gne,Minor,Major,0.95,0.05,0.95,site_code,scope_of_work
byw-07-064,kabupaten banyuwangi,6,gns,Minor,Minor,0.68,0.68,0.32,site_code,scope_of_work
lmj-07-017,kabupaten lumajang,2,a2,Minor,Major,0.78,0.22,0.78,site_code,scope_of_work
mlg-07-086,kota malang,9,gne,Minor,Major,0.8,0.2,0.8,site_code,scope_of_work
blt-07-013,kota/kab blitar,3,gne,Minor,Major,0.705,0.295,0.705,site_code,scope_of_work
png-07-033,kabupaten ponorogo,9,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mlg/07/226,kota malang,12,rns,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
kdr1-07-084,kota/kab kediri,4,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
byw-07-062,kabupaten banyuwangi,2,a2,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
sda-07-292,kabupaten sidoarjo,8,rne,Major,Minor,0.88,0.88,0.12,site_code,scope_of_work
sda-07-064,kabupaten sidoarjo,2,f2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
knr-07-136,kota/kab blitar,9,gne,Minor,Minor,0.65,0.65,0.35,site_code,scope_of_work
kdr2-07-017,kota/kab kediri,8,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kpn-07-101,kabupaten malang,3,vw2,Minor,Major,0.8583333333333333,0.14166666666666666,0.8583333333333333,site_code,scope_of_work
jmr-07-143,kabupaten jember,1,a2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mjy-07-078,kota/kab madiun,5,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby/07/188,kota surabaya,7,gne,Minor,Minor,0.64,0.64,0.36,site_code,scope_of_work
sit-07-091,kabupaten situbondo,11,gne,Minor,Major,0.97,0.03,0.97,site_code,scope_of_work
gsk-07-055,kabupaten gresik,10,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sda/07/252,kabupaten sidoarjo,12,rns,Minor,Minor,0.62,0.62,0.38,site_code,scope_of_work
kdr1-07-089,kota/kab kediri,11,gne,Minor,Minor,0.91,0.91,0.09,site_code,scope_of_work
njk-07-074,kabupaten nganjuk,9,gne,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
mad/07/035,kota/kab madiun,12,rns,Major,Major,0.99,0.01,0.99,site_code,scope_of_work
blt-07-004,kota/kab blitar,9,gne,Minor,Major,0.76,0.24,0.76,site_code,scope_of_work
mgt-07-063,kabupaten magetan,10,m9,Minor,Major,0.91,0.09,0.91,site_code,scope_of_work
bjn-07-074,kabupaten bojonegoro,4,gne,Major,Minor,1.0,1.0,0.0,site_code,scope_of_work
gsk-07-037,kabupaten gresik,6,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
byw-07-186,kabupaten banyuwangi,2,m9,Minor,Major,0.66,0.34,0.66,site_code,scope_of_work
lmg/07/156,kabupaten lamongan,7,gne,Major,Minor,0.98,0.98,0.02,site_code,scope_of_work
ngw-07-053,kabupaten ngawi,5,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby-07-505,kota surabaya,3,vw5,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
mjk1/07/040,kota/kab mojokerto,7,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby-07-091,kota surabaya,10,rol,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
lmj/07/046,kabupaten lumajang,12,gne,Major,Major,0.98,0.02,0.98,site_code,scope_of_work
btu/07/022,kota malang,12,gne,Minor,Major,0.95,0.05,0.95,site_code,scope_of_work
sda-07-150,kabupaten sidoarjo,3,gne,Minor,Minor,0.62,0.62,0.38,site_code,scope_of_work
byw-07-139,kabupaten banyuwangi,10,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby-07-482,kota surabaya,6,gnp,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
jmr/07/115,kabupaten jember,7,gne,Major,Minor,0.89,0.89,0.11,site_code,scope_of_work
sda-07-022,kabupaten sidoarjo,4,gne,Minor,Minor,0.7,0.7,0.3,site_code,scope_of_work
gsk-07-146,kabupaten gresik,3,vw5,Minor,Minor,0.97,0.97,0.03,site_code,scope_of_work
kpn-07-177,kabupaten malang,4,gne,Major,Minor,0.92,0.92,0.08,site_code,scope_of_work
mjk1/07/085,kota/kab mojokerto,12,gns,Minor,Minor,0.56,0.56,0.44,site_code,scope_of_work
mlg-07-114,kabupaten malang,9,pst,Minor,Major,0.8,0.2,0.8,site_code,scope_of_work
jmr-07-183,kabupaten jember,3,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby-07-520,kota surabaya,2,f1,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
jmr/07/190,kabupaten jember,8,gns,Minor,Major,0.99,0.01,0.99,site_code,scope_of_work
sda-07-274,kabupaten sidoarjo,8,rne,Major,Minor,0.74,0.74,0.26,site_code,scope_of_work
mjk1-07-044,kota/kab mojokerto,10,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
bjn/07/066,kabupaten bojonegoro,7,gne,Major,Major,0.74,0.26,0.74,site_code,scope_of_work
mlg-07-079,kota malang,9,rne,Minor,Major,0.674,0.32599999999999996,0.674,site_code,scope_of_work
smp/07/007,kabupaten sumenep,8,rol,Minor,Major,0.84,0.16,0.84,site_code,scope_of_work
mad-07-006,kota/kab madiun,3,gne,Minor,Minor,0.93,0.93,0.07,site_code,scope_of_work
trk/07/066,kabupaten trenggalek,7,gns,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
mjy-07-036,kota/kab madiun,5,gne,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
mjy-07-063,kota/kab madiun,4,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mlg-07-060,kota malang,1,f2,Minor,Major,0.91,0.09,0.91,site_code,scope_of_work
sda-07-152,kabupaten sidoarjo,8,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
jmr-07-188,kabupaten jember,10,gns,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
smp-07-074,kabupaten sumenep,10,gnp,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
kdr1-07-037,kota/kab kediri,11,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
tlg-07-047,kabupaten tulungagung,1,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kpn-07-233,kabupaten malang,1,a5,Minor,Major,0.98,0.02,0.98,site_code,scope_of_work
byw-07-158,kabupaten banyuwangi,5,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kdr1/07/062,kota/kab kediri,12,gne,Major,Major,0.66,0.34,0.66,site_code,scope_of_work
gsk-07-054,kabupaten gresik,9,gnp,Minor,Minor,0.51,0.51,0.49,site_code,scope_of_work
byw/07/083,kabupaten banyuwangi,8,gne,Minor,Major,0.92,0.08,0.92,site_code,scope_of_work
njk-07-090,kabupaten nganjuk,10,gns,Minor,Minor,0.94,0.94,0.06,site_code,scope_of_work
psn-07-016,kota/kab pasuruan,2,q2,Minor,Minor,0.76,0.76,0.24,site_code,scope_of_work
lmj-07-086,kabupaten lumajang,10,gns,Major,Minor,0.86,0.86,0.14,site_code,scope_of_work
kdr2-07-022,kota/kab kediri,6,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
png/07/115,kabupaten ponorogo,12,rns,Minor,Major,0.99,0.01,0.99,site_code,scope_of_work
knr/07/023,kota/kab blitar,12,gne,Minor,Major,0.99,0.01,0.99,site_code,scope_of_work
pmk/07/072,kabupaten pamekasan,8,gne,Minor,Minor,0.83,0.83,0.17,site_code,scope_of_work
krs/07/043,kota/kab probolinggo,7,gne,Minor,Major,0.77,0.23,0.77,site_code,scope_of_work
mjy-07-039,kota/kab madiun,10,gne,Minor,Minor,0.87,0.87,0.13,site_code,scope_of_work
mlg-07-219,kota malang,10,rns,Major,Major,0.98,0.02,0.98,site_code,scope_of_work
njk-07-145,kabupaten nganjuk,10,gne,Minor,Minor,0.8983333333333334,0.8983333333333334,0.10166666666666666,site_code,scope_of_work
jbg-07-044,kabupaten jombang,3,vw2,Minor,Minor,0.93,0.93,0.07,site_code,scope_of_work
bjn/07/117,kabupaten bojonegoro,7,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
pct-07-009,kabupaten pacitan,2,b4,Minor,Major,0.74,0.26,0.74,site_code,scope_of_work
knr-07-075,kota/kab blitar,2,a2,Minor,Major,0.91,0.09,0.91,site_code,scope_of_work
mjk1-07-031,kota/kab mojokerto,8,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kdr2-07-004,kota/kab kediri,10,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
jmr/07/133,kabupaten jember,7,gne,Minor,Major,0.98,0.02,0.98,site_code,scope_of_work
mgt-07-058,kabupaten magetan,2,q2,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
png-07-019,kabupaten ponorogo,4,pst,Minor,Minor,0.89,0.89,0.11,site_code,scope_of_work
sby-07-103,kota surabaya,2,f2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby-07-601,kota surabaya,10,rns,Major,Major,0.92,0.08,0.92,site_code,scope_of_work
tlg-07-082,kabupaten tulungagung,9,gns,Minor,Minor,0.85,0.85,0.15,site_code,scope_of_work
bjn-07-060,kabupaten bojonegoro,1,q3,Minor,Minor,0.95,0.95,0.05,site_code,scope_of_work
byw-07-021,kabupaten banyuwangi,11,gne,Minor,Minor,0.97,0.97,0.03,site_code,scope_of_work
sit/07/081,kabupaten situbondo,7,rne,Minor,Major,0.94,0.06,0.94,site_code,scope_of_work
trk-07-023,kabupaten trenggalek,2,a2p,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
bjn-07-045,kabupaten bojonegoro,10,gnp,Minor,Minor,0.72,0.72,0.28,site_code,scope_of_work
mad-07-042,kota/kab madiun,4,rne,Minor,Major,0.98,0.02,0.98,site_code,scope_of_work
kpn-07-350,kabupaten malang,11,gne,Minor,Minor,0.8426666666666668,0.8426666666666668,0.15733333333333335,site_code,scope_of_work
mlg/07/009,kabupaten malang,12,pst,Major,Minor,0.68,0.68,0.32,site_code,scope_of_work
jbg-07-003,kabupaten jombang,1,q2,Minor,Minor,0.93,0.93,0.07,site_code,scope_of_work
png-07-059,kabupaten ponorogo,6,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
jmr/07/106,kabupaten jember,7,gne,Minor,Minor,0.93,0.93,0.07,site_code,scope_of_work
byw-07-138,kabupaten banyuwangi,5,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
bjn-07-094,kabupaten bojonegoro,3,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
lmj-07-079,kabupaten lumajang,11,gns,Minor,Major,0.79,0.21,0.79,site_code,scope_of_work
jmr/07/129,kabupaten jember,7,gne,Minor,Major,0.96,0.04,0.96,site_code,scope_of_work
sby-07-211,kota surabaya,6,gne,Minor,Major,0.67,0.33,0.67,site_code,scope_of_work
kpn-07-076,kabupaten malang,6,rol,Major,Minor,0.83,0.83,0.17,site_code,scope_of_work
lmg-07-015,kabupaten lamongan,3,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
trk-07-038,kabupaten trenggalek,6,rne,Minor,Major,0.99,0.01,0.99,site_code,scope_of_work
njk-07-066,kabupaten nganjuk,11,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
pmk-07-028,kabupaten pamekasan,3,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
byw-07-005,kabupaten banyuwangi,11,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
psr-07-003,kota/kab pasuruan,9,gnp,Minor,Minor,0.64,0.64,0.36,site_code,scope_of_work
bjn-07-113,kabupaten bojonegoro,8,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
sda/07/344,kabupaten sidoarjo,12,gne,Minor,Minor,0.88,0.88,0.12,site_code,scope_of_work
ngw-07-037,kabupaten ngawi,2,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mlg-07-057,kota malang,10,gne,Minor,Minor,0.69,0.69,0.31,site_code,scope_of_work
mlg-07-235,kota malang,5,rne,Major,Major,0.63,0.37,0.63,site_code,scope_of_work
psr-07-222,kota/kab pasuruan,9,gne,Minor,Major,0.56,0.44,0.56,site_code,scope_of_work
gsk-07-058,kabupaten gresik,1,f2,Minor,Minor,0.97,0.97,0.03,site_code,scope_of_work
spg/07/042,kabupaten sampang,12,gns,Minor,Minor,0.88,0.88,0.12,site_code,scope_of_work
bjn-07-129,kabupaten bojonegoro,10,rns,Minor,Major,0.84,0.16,0.84,site_code,scope_of_work
sby-07-302,kota surabaya,4,gns,Minor,Major,0.58,0.42,0.58,site_code,scope_of_work
byw-07-166,kabupaten banyuwangi,4,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mad-07-036,kota/kab madiun,1,a6,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
bkl-07-066,kabupaten bangkalan,11,gne,Minor,Minor,0.5343333333333333,0.5343333333333333,0.4656666666666666,site_code,scope_of_work
mlg-07-216,kota malang,5,rne,Major,Major,0.9,0.1,0.9,site_code,scope_of_work
mlg-07-103,kota malang,3,pst,Minor,Major,0.8489603174603174,0.15103968253968253,0.8489603174603174,site_code,scope_of_work
psr/07/134,kota/kab pasuruan,12,rns,Minor,Major,0.66,0.34,0.66,site_code,scope_of_work
kdr1-07-025,kota/kab kediri,8,gnp,Minor,Minor,0.88,0.88,0.12,site_code,scope_of_work
psr-07-094,kota/kab pasuruan,3,gne,Major,Minor,0.67,0.67,0.33,site_code,scope_of_work
sby/07/123,kota surabaya,12,rol,Major,Major,0.8,0.2,0.8,site_code,scope_of_work
blt-07-021,kota/kab blitar,1,c1,Minor,Minor,0.8,0.8,0.2,site_code,scope_of_work
bkl/07/021,kabupaten bangkalan,8,gne,Major,Major,0.75,0.25,0.75,site_code,scope_of_work
mjy/07/026,kota/kab madiun,7,rol,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
knr-07-034,kota/kab blitar,6,gne,Minor,Major,0.89,0.11,0.89,site_code,scope_of_work
png-07-083,kabupaten ponorogo,6,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
bjn/07/124,kabupaten bojonegoro,7,m9,Minor,Major,0.97,0.03,0.97,site_code,scope_of_work
sby-07-215,kota surabaya,3,vw2,Minor,Major,0.87,0.13,0.87,site_code,scope_of_work
smp-07-025,kabupaten sumenep,6,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
tlg-07-019,kabupaten tulungagung,6,gnp,Minor,Minor,0.96,0.96,0.04,site_code,scope_of_work
mjk1-07-094,kota/kab mojokerto,8,m9,Minor,Major,0.96,0.04,0.96,site_code,scope_of_work
sby-07-495,kota surabaya,3,vw5,Minor,Major,0.6,0.4,0.6,site_code,scope_of_work
kpn-07-036,kabupaten malang,2,a2,Minor,Major,0.715,0.285,0.715,site_code,scope_of_work
bjn-07-030,kabupaten bojonegoro,11,rol,Minor,Major,0.94,0.06,0.94,site_code,scope_of_work
mjk-07-045,kota/kab mojokerto,2,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
jmr/07/190,kabupaten jember,12,gns,Minor,Major,0.82,0.18,0.82,site_code,scope_of_work
tbn-07-031,kabupaten tuban,11,rol,Major,Minor,0.68,0.68,0.32,site_code,scope_of_work
smp-07-031,kabupaten sumenep,3,gne,Minor,Minor,0.85,0.85,0.15,site_code,scope_of_work
png-07-042,kabupaten ponorogo,11,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
smp/07/074,kabupaten sumenep,8,gnp,Major,Major,0.87,0.13,0.87,site_code,scope_of_work
pmk-07-016,kabupaten pamekasan,3,vw2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby-07-024,kota surabaya,8,rol,Major,Major,0.9,0.1,0.9,site_code,scope_of_work
psr-07-027,kota/kab pasuruan,9,gnp,Minor,Minor,0.65,0.65,0.35,site_code,scope_of_work
sby/07/540,kota surabaya,12,rns,Major,Major,1.0,0.0,1.0,site_code,scope_of_work
bkl/07/070,kabupaten bangkalan,7,gns,Major,Major,0.87,0.13,0.87,site_code,scope_of_work
kpn-07-026,kabupaten malang,6,gne,Minor,Major,0.96,0.04,0.96,site_code,scope_of_work
sby-07-308,kota surabaya,10,rns,Minor,Major,0.52,0.48,0.52,site_code,scope_of_work
lmj-07-024,kabupaten lumajang,9,gne,Minor,Major,0.7,0.3,0.7,site_code,scope_of_work
kdr2-07-036,kota/kab kediri,6,rol,Minor,Major,0.74,0.26,0.74,site_code,scope_of_work
sit-07-016,kabupaten situbondo,9,m9,Major,Major,0.91,0.09,0.91,site_code,scope_of_work
png-07-058,kabupaten ponorogo,9,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby-07-645,kota surabaya,8,m9,Minor,Major,0.84,0.16,0.84,site_code,scope_of_work
jbg-07-024,kabupaten jombang,10,gnp,Minor,Minor,0.62,0.62,0.38,site_code,scope_of_work
sda-07-012,kabupaten sidoarjo,5,gne,Minor,Minor,0.92,0.92,0.08,site_code,scope_of_work
jbg-07-054,kabupaten jombang,5,gne,Minor,Minor,0.9640000000000001,0.9640000000000001,0.036000000000000004,site_code,scope_of_work
mjk1-07-007,kota/kab mojokerto,9,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mlg-07-125,kota malang,2,q3,Minor,Major,0.6775,0.3225,0.6775,site_code,scope_of_work
mlg-07-086,kota malang,3,gne,Minor,Major,0.7,0.3,0.7,site_code,scope_of_work
sby-07-223,kota surabaya,2,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
gsk-07-108,kabupaten gresik,1,a5,Minor,Major,0.82,0.18,0.82,site_code,scope_of_work
krs-07-038,kota/kab probolinggo,4,gne,Major,Minor,0.7675,0.7675,0.2325,site_code,scope_of_work
jbg-07-032,kabupaten jombang,6,gne,Minor,Minor,0.9693333333333334,0.9693333333333334,0.030666666666666665,site_code,scope_of_work
sit-07-006,kabupaten situbondo,3,gne,Minor,Minor,0.77,0.77,0.23,site_code,scope_of_work
mjy-07-134,kota/kab madiun,1,a2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
lmg-07-102,kabupaten lamongan,6,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
lmg-07-036,kabupaten lamongan,9,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
kdr1-07-024,kota/kab kediri,1,q2,Minor,Minor,0.97,0.97,0.03,site_code,scope_of_work
lmj-07-015,kabupaten lumajang,11,rol,Minor,Major,0.68,0.32,0.68,site_code,scope_of_work
knr-07-110,kota/kab blitar,2,q2,Minor,Minor,0.92,0.92,0.08,site_code,scope_of_work
lmg/07/113,kabupaten lamongan,7,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
sby-07-480,kota surabaya,11,rns,Major,Major,0.8411666666666666,0.15883333333333333,0.8411666666666666,site_code,scope_of_work
ngw-07-026,kabupaten ngawi,4,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
pmk/07/072,kabupaten pamekasan,12,gne,Minor,Minor,0.77,0.77,0.23,site_code,scope_of_work
knr-07-026,kota/kab blitar,5,gne,Minor,Major,0.57,0.43,0.57,site_code,scope_of_work
sby-07-602,kota surabaya,6,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
spg/07/008,kabupaten sampang,8,rol,Major,Major,0.89,0.11,0.89,site_code,scope_of_work
jmr-07-051,kabupaten jember,11,gne,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
sda-07-024,kabupaten sidoarjo,1,a2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
blt-07-012,kota/kab blitar,4,gne,Minor,Minor,0.5,0.5,0.5,site_code,scope_of_work
trk-07-030,kabupaten trenggalek,11,rol,Major,Minor,0.79,0.79,0.21,site_code,scope_of_work
knr-07-049,kota/kab blitar,11,gne,Minor,Minor,0.84,0.84,0.16,site_code,scope_of_work
sda-07-104,kabupaten sidoarjo,11,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
bjn-07-001,kabupaten bojonegoro,4,rol,Minor,Major,0.9,0.1,0.9,site_code,scope_of_work
sda-07-164,kabupaten sidoarjo,8,m9,Major,Major,0.97,0.03,0.97,site_code,scope_of_work
lmj-07-064,kabupaten lumajang,5,m9,Minor,Major,0.94,0.06,0.94,site_code,scope_of_work
psr-07-024,kota/kab pasuruan,4,gne,Minor,Minor,0.9160714285714286,0.9160714285714286,0.08392857142857142,site_code,scope_of_work
byw-07-122,kabupaten banyuwangi,1,m9,Major,Major,0.82,0.18,0.82,site_code,scope_of_work
kdr2-07-004,kota/kab kediri,4,gne,Minor,Minor,0.54,0.54,0.46,site_code,scope_of_work
btu-07-038,kota malang,10,gns,Major,Major,0.68,0.32,0.68,site_code,scope_of_work
kdr-07-129,kota/kab kediri,8,rne,Major,Major,0.81,0.19,0.81,site_code,scope_of_work
jmr-07-106,kabupaten jember,3,vw2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
lmj-07-058,kabupaten lumajang,1,q3,Minor,Major,0.93,0.07,0.93,site_code,scope_of_work
byw/07/086,kabupaten banyuwangi,8,gne,Major,Major,0.88,0.12,0.88,site_code,scope_of_work
png-07-118,kabupaten ponorogo,2,f1,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
tbn-07-121,kabupaten tuban,6,gns,Minor,Minor,0.93,0.93,0.07,site_code,scope_of_work
mjk1-07-053,kota/kab mojokerto,10,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
png-07-094,kabupaten ponorogo,3,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sda-07-080,kabupaten sidoarjo,9,rol,Minor,Major,0.56,0.44,0.56,site_code,scope_of_work
mjk1-07-065,kota/kab mojokerto,1,a5,Minor,Major,0.71,0.29,0.71,site_code,scope_of_work
psr/07/038,kota/kab pasuruan,12,rol,Major,Major,0.9,0.1,0.9,site_code,scope_of_work
sby-07-311,kota surabaya,6,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sda-07-080,kabupaten sidoarjo,1,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
gsk-07-067,kabupaten gresik,2,f2,Minor,Minor,0.97,0.97,0.03,site_code,scope_of_work
jbg-07-085,kabupaten jombang,5,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
tbn-07-084,kabupaten tuban,11,gne,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
byw-07-153,kabupaten banyuwangi,6,rol,Major,Major,0.53,0.47,0.53,site_code,scope_of_work
blt-07-009,kota/kab blitar,10,gne,Major,Minor,0.79,0.79,0.21,site_code,scope_of_work
kdr-07-125,kota/kab kediri,1,a6,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
jmr-07-178,kabupaten jember,1,a5,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kdr-07-041,kota/kab kediri,6,gne,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
png/07/089,kabupaten ponorogo,7,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
knr-07-018,kota/kab blitar,6,gne,Major,Minor,0.64,0.64,0.36,site_code,scope_of_work
jmr-07-082,kabupaten jember,1,f2,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
sit-07-059,kabupaten situbondo,6,rne,Major,Major,0.97,0.03,0.97,site_code,scope_of_work
byw-07-104,kabupaten banyuwangi,1,m9,Minor,Major,0.82,0.18,0.82,site_code,scope_of_work
lmg-07-076,kabupaten lamongan,1,q3,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
lmg-07-106,kabupaten lamongan,1,q3,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
jbg/07/098,kabupaten jombang,12,m9,Minor,Major,0.95,0.05,0.95,site_code,scope_of_work
mlg-07-145,kota malang,2,q3,Minor,Minor,0.69,0.69,0.31,site_code,scope_of_work
tlg/07/111,kabupaten tulungagung,7,rne,Major,Major,0.99,0.01,0.99,site_code,scope_of_work
pct-07-057,kabupaten pacitan,1,a5,Major,Major,0.92,0.08,0.92,site_code,scope_of_work
png/07/117,kabupaten ponorogo,7,rne,Major,Major,0.97,0.03,0.97,site_code,scope_of_work
psr-07-008,kota/kab pasuruan,6,gns,Major,Minor,0.54,0.54,0.46,site_code,scope_of_work
sby-07-494,kota surabaya,1,q3,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
gsk-07-057,kabupaten gresik,10,gne,Minor,Minor,0.94,0.94,0.06,site_code,scope_of_work
mlg-07-077,kota malang,1,q2,Minor,Minor,0.8,0.8,0.2,site_code,scope_of_work
bdw/07/014,kabupaten bondowoso,8,gnp,Minor,Minor,0.76,0.76,0.24,site_code,scope_of_work
sby-07-219,kota surabaya,2,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
jmr/07/243,kabupaten jember,7,rne,Major,Major,0.77,0.23,0.77,site_code,scope_of_work
mgt-07-070,kabupaten magetan,3,vw3,Minor,Minor,0.53,0.53,0.47,site_code,scope_of_work
sby-07-230,kota surabaya,3,pst,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mad-07-037,kota/kab madiun,11,rns,Major,Major,0.86,0.14,0.86,site_code,scope_of_work
kpn/07/353,kabupaten malang,8,gne,Major,Major,0.92,0.08,0.92,site_code,scope_of_work
kpn-07-125,kabupaten malang,5,gne,Minor,Major,0.62,0.38,0.62,site_code,scope_of_work
bjn-07-092,kabupaten bojonegoro,11,gns,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
